date,T2M,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR,district
2026-02-19,31.48,31.48,28.81,61,0.15,Colombo
2026-02-19,29.4,29.4,27.69,69,0.86,Colombo
2026-02-19,26.16,26.16,26.16,82,0.38,Colombo
2026-02-19,25.4,25.4,25.4,83,0.48,Colombo
2026-02-20,25.14,25.14,25.14,83,1.71,Colombo
2026-02-20,24.62,24.62,24.62,85,0.39,Colombo
2026-02-20,25.46,25.46,25.46,81,0.0,Colombo
2026-02-20,29.32,29.32,29.32,66,0.0,Colombo
2026-02-20,28.23,28.23,28.23,74,0.37,Colombo
2026-02-20,27.47,27.47,27.47,81,0.62,Colombo
2026-02-20,26.34,26.34,26.34,84,0.34,Colombo
2026-02-20,25.98,25.98,25.98,81,0.0,Colombo
2026-02-21,25.36,25.36,25.36,82,0.0,Colombo
2026-02-21,25.13,25.13,25.13,85,0.0,Colombo
2026-02-21,25.62,25.62,25.62,85,0.12,Colombo
2026-02-21,27.12,27.12,27.12,78,2.09,Colombo
2026-02-21,27.45,27.45,27.45,77,1.28,Colombo
2026-02-21,26.72,26.72,26.72,81,2.01,Colombo
2026-02-21,26.41,26.41,26.41,81,0.25,Colombo
2026-02-21,25.9,25.9,25.9,84,1.19,Colombo
2026-02-22,25.91,25.91,25.91,82,1.08,Colombo
2026-02-22,25.63,25.63,25.63,83,0.62,Colombo
2026-02-22,26.62,26.62,26.62,80,0.76,Colombo
2026-02-22,27.8,27.8,27.8,74,0.37,Colombo
2026-02-22,27.07,27.07,27.07,77,0.27,Colombo
2026-02-22,26.18,26.18,26.18,79,0.0,Colombo
2026-02-22,26.24,26.24,26.24,78,0.0,Colombo
2026-02-22,26.02,26.02,26.02,82,0.78,Colombo
2026-02-23,25.26,25.26,25.26,86,2.28,Colombo
2026-02-23,25.53,25.53,25.53,83,0.96,Colombo
2026-02-23,26.43,26.43,26.43,80,0.95,Colombo
2026-02-23,27.07,27.07,27.07,78,0.64,Colombo
2026-02-23,27.41,27.41,27.41,77,0.23,Colombo
2026-02-23,27.54,27.54,27.54,76,0.0,Colombo
2026-02-23,26.55,26.55,26.55,82,0.0,Colombo
2026-02-23,25.66,25.66,25.66,85,0.0,Colombo
2026-02-24,25.29,25.29,25.29,86,0.0,Colombo
2026-02-24,25.48,25.48,25.48,87,0.0,Colombo
2026-02-24,27.08,27.08,27.08,81,0.0,Colombo
2026-02-24,27.68,27.68,27.68,77,0.15,Colombo
2026-02-19,20.66,20.66,19.31,78,2.2,Gampaha
2026-02-19,18.69,18.69,17.37,87,2.38,Gampaha
2026-02-19,15.84,15.84,15.84,100,0.1,Gampaha
2026-02-19,15.71,15.71,15.71,100,0.13,Gampaha
2026-02-20,14.86,14.86,14.86,99,0.0,Gampaha
2026-02-20,15.41,15.41,15.41,100,0.28,Gampaha
2026-02-20,17.08,17.08,17.08,96,0.0,Gampaha
2026-02-20,19.29,19.29,19.29,87,0.55,Gampaha
2026-02-20,19.51,19.51,19.51,86,2.5,Gampaha
2026-02-20,17.07,17.07,17.07,98,1.53,Gampaha
2026-02-20,15.98,15.98,15.98,97,0.0,Gampaha
2026-02-20,15.69,15.69,15.69,97,0.92,Gampaha
2026-02-21,16.07,16.07,16.07,92,1.15,Gampaha
2026-02-21,15.76,15.76,15.76,94,0.58,Gampaha
2026-02-21,18.64,18.64,18.64,85,0.1,Gampaha
2026-02-21,20.96,20.96,20.96,78,1.28,Gampaha
2026-02-21,19.44,19.44,19.44,87,4.04,Gampaha
2026-02-21,18.03,18.03,18.03,95,5.02,Gampaha
2026-02-21,16.55,16.55,16.55,97,2.23,Gampaha
2026-02-21,16.83,16.83,16.83,95,1.04,Gampaha
2026-02-22,16.53,16.53,16.53,95,0.0,Gampaha
2026-02-22,16.1,16.1,16.1,93,0.0,Gampaha
2026-02-22,19.09,19.09,19.09,85,0.0,Gampaha
2026-02-22,21.08,21.08,21.08,80,2.35,Gampaha
2026-02-22,18.7,18.7,18.7,92,5.14,Gampaha
2026-02-22,17.58,17.58,17.58,96,7.23,Gampaha
2026-02-22,16.54,16.54,16.54,97,17.6,Gampaha
2026-02-22,16.29,16.29,16.29,97,5.17,Gampaha
2026-02-23,16.16,16.16,16.16,96,1.49,Gampaha
2026-02-23,15.88,15.88,15.88,93,0.0,Gampaha
2026-02-23,18.72,18.72,18.72,85,0.0,Gampaha
2026-02-23,21.21,21.21,21.21,80,1.13,Gampaha
2026-02-23,19.32,19.32,19.32,89,3.28,Gampaha
2026-02-23,17.6,17.6,17.6,96,6.17,Gampaha
2026-02-23,16.89,16.89,16.89,99,11.41,Gampaha
2026-02-23,16.36,16.36,16.36,95,13.48,Gampaha
2026-02-24,15.4,15.4,15.4,89,1.24,Gampaha
2026-02-24,15.23,15.23,15.23,79,0.0,Gampaha
2026-02-24,18.96,18.96,18.96,70,0.0,Gampaha
2026-02-24,22.8,22.8,22.8,59,0.0,Gampaha
2026-02-19,29.84,29.84,26.3,62,1.19,Kalutara
2026-02-19,26.27,26.27,23.6,80,4.61,Kalutara
2026-02-19,22.9,22.9,22.9,97,1.76,Kalutara
2026-02-19,22.83,22.83,22.83,96,0.0,Kalutara
2026-02-20,22.13,22.13,22.13,98,0.22,Kalutara
2026-02-20,21.69,21.69,21.69,98,0.12,Kalutara
2026-02-20,23.89,23.89,23.89,92,0.0,Kalutara
2026-02-20,30.8,30.8,30.8,59,0.0,Kalutara
2026-02-20,27.54,27.54,27.54,82,3.49,Kalutara
2026-02-20,24.74,24.74,24.74,93,4.85,Kalutara
2026-02-20,23.15,23.15,23.15,96,0.8,Kalutara
2026-02-20,22.92,22.92,22.92,98,0.16,Kalutara
2026-02-21,22.49,22.49,22.49,98,0.53,Kalutara
2026-02-21,22.23,22.23,22.23,98,0.29,Kalutara
2026-02-21,24.33,24.33,24.33,92,0.39,Kalutara
2026-02-21,28.54,28.54,28.54,76,3.7,Kalutara
2026-02-21,26.78,26.78,26.78,86,3.66,Kalutara
2026-02-21,24.17,24.17,24.17,95,5.16,Kalutara
2026-02-21,22.94,22.94,22.94,97,2.78,Kalutara
2026-02-21,22.68,22.68,22.68,98,0.88,Kalutara
2026-02-22,22.11,22.11,22.11,98,0.0,Kalutara
2026-02-22,21.85,21.85,21.85,98,0.46,Kalutara
2026-02-22,24.86,24.86,24.86,88,0.0,Kalutara
2026-02-22,28.93,28.93,28.93,71,1.76,Kalutara
2026-02-22,26.09,26.09,26.09,89,6.77,Kalutara
2026-02-22,23.75,23.75,23.75,96,3.95,Kalutara
2026-02-22,22.62,22.62,22.62,97,2.14,Kalutara
2026-02-22,22.53,22.53,22.53,96,0.52,Kalutara
2026-02-23,22.12,22.12,22.12,97,0.32,Kalutara
2026-02-23,21.72,21.72,21.72,98,0.0,Kalutara
2026-02-23,24.13,24.13,24.13,91,0.0,Kalutara
2026-02-23,26.17,26.17,26.17,84,1.81,Kalutara
2026-02-23,26.12,26.12,26.12,88,4.83,Kalutara
2026-02-23,24.1,24.1,24.1,94,0.97,Kalutara
2026-02-23,23.0,23.0,23.0,97,0.31,Kalutara
2026-02-23,22.73,22.73,22.73,97,0.34,Kalutara
2026-02-24,22.11,22.11,22.11,98,0.0,Kalutara
2026-02-24,21.59,21.59,21.59,98,0.0,Kalutara
2026-02-24,25.08,25.08,25.08,87,0.0,Kalutara
2026-02-24,30.61,30.61,30.61,61,0.6,Kalutara
2026-02-19,25.89,26.46,25.89,72,0.64,Kandy
2026-02-19,23.68,23.68,22.72,86,1.16,Kandy
2026-02-19,20.43,20.43,20.43,100,0.34,Kandy
2026-02-19,19.86,19.86,19.86,99,0.0,Kandy
2026-02-20,19.64,19.64,19.64,98,0.0,Kandy
2026-02-20,20.32,20.32,20.32,97,0.38,Kandy
2026-02-20,21.74,21.74,21.74,94,0.33,Kandy
2026-02-20,26.83,26.83,26.83,67,0.0,Kandy
2026-02-20,25.57,25.57,25.57,81,1.74,Kandy
2026-02-20,21.09,21.09,21.09,98,2.42,Kandy
2026-02-20,20.29,20.29,20.29,97,0.12,Kandy
2026-02-20,20.23,20.23,20.23,97,0.0,Kandy
2026-02-21,20.39,20.39,20.39,96,1.13,Kandy
2026-02-21,19.86,19.86,19.86,98,1.46,Kandy
2026-02-21,22.24,22.24,22.24,93,0.63,Kandy
2026-02-21,26.97,26.97,26.97,70,1.74,Kandy
2026-02-21,25.96,25.96,25.96,81,3.17,Kandy
2026-02-21,22.05,22.05,22.05,98,5.68,Kandy
2026-02-21,21.18,21.18,21.18,100,4.93,Kandy
2026-02-21,21.22,21.22,21.22,97,1.18,Kandy
2026-02-22,20.73,20.73,20.73,97,0.0,Kandy
2026-02-22,20.14,20.14,20.14,96,0.0,Kandy
2026-02-22,24.1,24.1,24.1,82,0.0,Kandy
2026-02-22,28.12,28.12,28.12,64,0.78,Kandy
2026-02-22,23.97,23.97,23.97,92,3.96,Kandy
2026-02-22,22.14,22.14,22.14,97,5.65,Kandy
2026-02-22,21.2,21.2,21.2,99,7.82,Kandy
2026-02-22,20.83,20.83,20.83,99,8.07,Kandy
2026-02-23,20.45,20.45,20.45,97,4.54,Kandy
2026-02-23,19.88,19.88,19.88,96,0.0,Kandy
2026-02-23,22.72,22.72,22.72,88,0.0,Kandy
2026-02-23,27.56,27.56,27.56,67,0.45,Kandy
2026-02-23,24.64,24.64,24.64,90,4.97,Kandy
2026-02-23,22.02,22.02,22.02,96,7.09,Kandy
2026-02-23,21.15,21.15,21.15,98,4.4,Kandy
2026-02-23,20.71,20.71,20.71,96,0.87,Kandy
2026-02-24,19.57,19.57,19.57,91,0.0,Kandy
2026-02-24,19.39,19.39,19.39,86,0.0,Kandy
2026-02-24,23.39,23.39,23.39,72,0.0,Kandy
2026-02-24,29.26,29.26,29.26,51,0.0,Kandy
2026-02-19,24.41,25.1,24.41,88,2.26,Matale
2026-02-19,23.55,23.55,23.29,93,2.51,Matale
2026-02-19,22.22,22.22,22.22,96,0.95,Matale
2026-02-19,22.03,22.03,22.03,97,0.27,Matale
2026-02-20,21.86,21.86,21.86,97,0.2,Matale
2026-02-20,22.05,22.05,22.05,97,0.0,Matale
2026-02-20,22.59,22.59,22.59,96,0.24,Matale
2026-02-20,23.35,23.35,23.35,95,2.61,Matale
2026-02-20,27.35,27.35,27.35,71,0.52,Matale
2026-02-20,23.4,23.4,23.4,90,0.25,Matale
2026-02-20,22.22,22.22,22.22,95,0.0,Matale
2026-02-20,22.39,22.39,22.39,95,0.0,Matale
2026-02-21,22.33,22.33,22.33,97,0.0,Matale
2026-02-21,22.19,22.19,22.19,98,0.0,Matale
2026-02-21,24.43,24.43,24.43,87,0.0,Matale
2026-02-21,28.23,28.23,28.23,75,1.13,Matale
2026-02-21,27.62,27.62,27.62,83,5.76,Matale
2026-02-21,23.46,23.46,23.46,97,6.82,Matale
2026-02-21,22.89,22.89,22.89,99,4.44,Matale
2026-02-21,22.55,22.55,22.55,99,1.19,Matale
2026-02-22,21.88,21.88,21.88,99,0.0,Matale
2026-02-22,21.56,21.56,21.56,97,0.0,Matale
2026-02-22,24.93,24.93,24.93,86,0.0,Matale
2026-02-22,29.47,29.47,29.47,65,0.45,Matale
2026-02-22,26.42,26.42,26.42,89,5.53,Matale
2026-02-22,23.27,23.27,23.27,97,8.68,Matale
2026-02-22,22.91,22.91,22.91,97,6.23,Matale
2026-02-22,22.63,22.63,22.63,97,5.13,Matale
2026-02-23,21.94,21.94,21.94,97,0.23,Matale
2026-02-23,21.11,21.11,21.11,98,0.0,Matale
2026-02-23,23.94,23.94,23.94,88,0.0,Matale
2026-02-23,29.16,29.16,29.16,67,0.42,Matale
2026-02-23,26.38,26.38,26.38,89,5.8,Matale
2026-02-23,22.93,22.93,22.93,97,10.52,Matale
2026-02-23,22.57,22.57,22.57,99,8.42,Matale
2026-02-23,22.34,22.34,22.34,99,0.17,Matale
2026-02-24,21.91,21.91,21.91,99,0.0,Matale
2026-02-24,21.48,21.48,21.48,98,0.0,Matale
2026-02-24,24.13,24.13,24.13,88,0.0,Matale
2026-02-24,29.5,29.5,29.5,64,0.0,Matale
2026-02-19,17.89,17.89,15.56,72,3.06,Nuwara Eliya
2026-02-19,15.08,15.08,13.09,87,3.77,Nuwara Eliya
2026-02-19,12.29,12.29,12.29,99,0.65,Nuwara Eliya
2026-02-19,12.41,12.41,12.41,98,0.15,Nuwara Eliya
2026-02-20,11.24,11.24,11.24,97,0.0,Nuwara Eliya
2026-02-20,11.73,11.73,11.73,98,0.16,Nuwara Eliya
2026-02-20,13.87,13.87,13.87,93,0.0,Nuwara Eliya
2026-02-20,15.26,15.26,15.26,91,1.15,Nuwara Eliya
2026-02-20,15.12,15.12,15.12,91,3.48,Nuwara Eliya
2026-02-20,13.81,13.81,13.81,97,1.58,Nuwara Eliya
2026-02-20,12.69,12.69,12.69,96,0.0,Nuwara Eliya
2026-02-20,12.12,12.12,12.12,96,1.27,Nuwara Eliya
2026-02-21,12.25,12.25,12.25,91,1.38,Nuwara Eliya
2026-02-21,12.32,12.32,12.32,91,0.0,Nuwara Eliya
2026-02-21,14.76,14.76,14.76,84,0.0,Nuwara Eliya
2026-02-21,17.22,17.22,17.22,77,0.62,Nuwara Eliya
2026-02-21,14.67,14.67,14.67,92,4.03,Nuwara Eliya
2026-02-21,14.06,14.06,14.06,94,4.04,Nuwara Eliya
2026-02-21,12.76,12.76,12.76,96,0.77,Nuwara Eliya
2026-02-21,12.89,12.89,12.89,94,0.63,Nuwara Eliya
2026-02-22,12.83,12.83,12.83,93,0.0,Nuwara Eliya
2026-02-22,12.47,12.47,12.47,93,0.0,Nuwara Eliya
2026-02-22,15.2,15.2,15.2,86,0.14,Nuwara Eliya
2026-02-22,16.57,16.57,16.57,86,2.95,Nuwara Eliya
2026-02-22,14.39,14.39,14.39,95,5.98,Nuwara Eliya
2026-02-22,13.42,13.42,13.42,98,9.12,Nuwara Eliya
2026-02-22,12.64,12.64,12.64,97,23.88,Nuwara Eliya
2026-02-22,12.61,12.61,12.61,96,3.81,Nuwara Eliya
2026-02-23,12.44,12.44,12.44,96,1.0,Nuwara Eliya
2026-02-23,12.31,12.31,12.31,93,0.0,Nuwara Eliya
2026-02-23,14.71,14.71,14.71,87,0.0,Nuwara Eliya
2026-02-23,16.69,16.69,16.69,84,1.1,Nuwara Eliya
2026-02-23,14.75,14.75,14.75,93,2.93,Nuwara Eliya
2026-02-23,13.77,13.77,13.77,97,5.75,Nuwara Eliya
2026-02-23,13.17,13.17,13.17,99,15.17,Nuwara Eliya
2026-02-23,12.66,12.66,12.66,96,17.57,Nuwara Eliya
2026-02-24,11.68,11.68,11.68,90,1.38,Nuwara Eliya
2026-02-24,11.25,11.25,11.25,79,0.0,Nuwara Eliya
2026-02-24,15.15,15.15,15.15,71,0.0,Nuwara Eliya
2026-02-24,18.65,18.65,18.65,60,0.0,Nuwara Eliya
2026-02-19,27.93,27.93,27.53,76,1.89,Galle
2026-02-19,26.48,26.48,25.65,81,3.67,Galle
2026-02-19,25.88,25.88,25.88,81,2.31,Galle
2026-02-19,25.66,25.66,25.66,83,0.0,Galle
2026-02-20,24.65,24.65,24.65,88,0.0,Galle
2026-02-20,24.6,24.6,24.6,89,0.29,Galle
2026-02-20,25.56,25.56,25.56,86,0.0,Galle
2026-02-20,27.42,27.42,27.42,76,0.68,Galle
2026-02-20,27.33,27.33,27.33,79,1.3,Galle
2026-02-20,26.68,26.68,26.68,82,1.64,Galle
2026-02-20,26.38,26.38,26.38,83,0.0,Galle
2026-02-20,25.97,25.97,25.97,84,0.26,Galle
2026-02-21,24.44,24.44,24.44,91,2.43,Galle
2026-02-21,24.35,24.35,24.35,90,0.0,Galle
2026-02-21,25.51,25.51,25.51,85,0.0,Galle
2026-02-21,28.48,28.48,28.48,69,0.38,Galle
2026-02-21,27.95,27.95,27.95,73,0.65,Galle
2026-02-21,26.64,26.64,26.64,80,1.11,Galle
2026-02-21,26.04,26.04,26.04,82,0.83,Galle
2026-02-21,25.31,25.31,25.31,86,0.1,Galle
2026-02-22,25.03,25.03,25.03,86,0.0,Galle
2026-02-22,25.08,25.08,25.08,85,0.79,Galle
2026-02-22,25.84,25.84,25.84,83,0.0,Galle
2026-02-22,27.53,27.53,27.53,73,0.0,Galle
2026-02-22,27.21,27.21,27.21,74,0.16,Galle
2026-02-22,26.91,26.91,26.91,78,0.54,Galle
2026-02-22,25.89,25.89,25.89,83,2.75,Galle
2026-02-22,25.88,25.88,25.88,82,0.29,Galle
2026-02-23,24.86,24.86,24.86,88,3.4,Galle
2026-02-23,24.9,24.9,24.9,88,1.92,Galle
2026-02-23,26.03,26.03,26.03,85,0.15,Galle
2026-02-23,26.01,26.01,26.01,86,1.81,Galle
2026-02-23,25.76,25.76,25.76,87,0.1,Galle
2026-02-23,25.99,25.99,25.99,86,0.0,Galle
2026-02-23,25.87,25.87,25.87,86,0.24,Galle
2026-02-23,25.07,25.07,25.07,89,0.33,Galle
2026-02-24,24.42,24.42,24.42,89,0.0,Galle
2026-02-24,24.24,24.24,24.24,90,0.0,Galle
2026-02-24,25.79,25.79,25.79,84,0.0,Galle
2026-02-24,29.4,29.4,29.4,68,0.0,Galle
2026-02-19,27.51,27.51,27.42,77,1.54,Matara
2026-02-19,27.32,27.32,27.2,79,3.48,Matara
2026-02-19,27.02,27.02,27.02,81,3.47,Matara
2026-02-19,26.65,26.65,26.65,79,0.56,Matara
2026-02-20,26.34,26.34,26.34,79,0.0,Matara
2026-02-20,26.17,26.17,26.17,79,0.0,Matara
2026-02-20,26.25,26.25,26.25,79,0.0,Matara
2026-02-20,27.23,27.23,27.23,76,0.0,Matara
2026-02-20,27.55,27.55,27.55,75,0.38,Matara
2026-02-20,27.64,27.64,27.64,76,1.15,Matara
2026-02-20,27.79,27.79,27.79,81,0.34,Matara
2026-02-20,26.93,26.93,26.93,80,0.0,Matara
2026-02-21,26.6,26.6,26.6,81,0.0,Matara
2026-02-21,26.55,26.55,26.55,82,0.0,Matara
2026-02-21,26.49,26.49,26.49,83,0.0,Matara
2026-02-21,26.27,26.27,26.27,83,1.66,Matara
2026-02-21,26.78,26.78,26.78,81,0.58,Matara
2026-02-21,26.88,26.88,26.88,80,1.01,Matara
2026-02-21,27.11,27.11,27.11,77,1.13,Matara
2026-02-21,27.06,27.06,27.06,77,0.0,Matara
2026-02-22,26.73,26.73,26.73,78,0.0,Matara
2026-02-22,26.78,26.78,26.78,77,0.0,Matara
2026-02-22,26.76,26.76,26.76,77,0.36,Matara
2026-02-22,26.97,26.97,26.97,78,0.15,Matara
2026-02-22,26.75,26.75,26.75,78,0.41,Matara
2026-02-22,27.06,27.06,27.06,77,0.2,Matara
2026-02-22,27.21,27.21,27.21,77,0.82,Matara
2026-02-22,27.1,27.1,27.1,78,1.74,Matara
2026-02-23,26.17,26.17,26.17,81,4.05,Matara
2026-02-23,26.51,26.51,26.51,80,1.01,Matara
2026-02-23,26.42,26.42,26.42,83,0.0,Matara
2026-02-23,26.4,26.4,26.4,83,0.12,Matara
2026-02-23,26.76,26.76,26.76,82,0.0,Matara
2026-02-23,26.83,26.83,26.83,82,0.0,Matara
2026-02-23,26.78,26.78,26.78,83,2.91,Matara
2026-02-23,26.21,26.21,26.21,85,1.22,Matara
2026-02-24,26.58,26.58,26.58,83,0.0,Matara
2026-02-24,26.81,26.81,26.81,82,0.0,Matara
2026-02-24,27.12,27.12,27.12,80,0.0,Matara
2026-02-24,27.07,27.07,27.07,81,0.12,Matara
2026-02-19,30.01,30.01,29.68,68,0.13,Hambantota
2026-02-19,28.87,28.87,28.21,73,0.92,Hambantota
2026-02-19,25.64,25.64,25.64,82,0.72,Hambantota
2026-02-19,25.27,25.27,25.27,81,0.0,Hambantota
2026-02-20,24.95,24.95,24.95,80,0.0,Hambantota
2026-02-20,25.33,25.33,25.33,79,0.0,Hambantota
2026-02-20,26.89,26.89,26.89,74,0.0,Hambantota
2026-02-20,30.09,30.09,30.09,62,0.0,Hambantota
2026-02-20,30.43,30.43,30.43,64,0.15,Hambantota
2026-02-20,28.29,28.29,28.29,69,0.84,Hambantota
2026-02-20,26.02,26.02,26.02,77,0.0,Hambantota
2026-02-20,25.42,25.42,25.42,81,0.0,Hambantota
2026-02-21,24.48,24.48,24.48,86,0.0,Hambantota
2026-02-21,24.0,24.0,24.0,88,0.0,Hambantota
2026-02-21,26.23,26.23,26.23,78,0.0,Hambantota
2026-02-21,28.17,28.17,28.17,68,0.0,Hambantota
2026-02-21,29.07,29.07,29.07,67,0.0,Hambantota
2026-02-21,27.77,27.77,27.77,72,0.0,Hambantota
2026-02-21,26.06,26.06,26.06,82,0.9,Hambantota
2026-02-21,25.5,25.5,25.5,84,0.33,Hambantota
